participant,paragraph,speaker,text
participant13,23,Interviewer,But you’re right sorry I am not…
participant13,24,Mother,I’m not no.
participant13,25,Interviewer,Thank you so you but you probably wouldn’t…
participant13,26,Interviewee,Is that a problem?
participant13,27,Interviewer,What’s that yes.  Are you all right with that?
participant13,28,Interviewee,Yeah.
participant13,29,Interviewer,What are you worried about is it the recording?
participant13,30,Interviewee,No.
participant13,31,Interviewer,"No just making sure that I think it’s yes, it’s working.  Yes.   So you probably would feel like you probably wouldn’t talk to your gran about things so much."
participant13,32,Interviewee,No.
participant13,33,Interviewer,And why do you think that is?
participant13,34,Interviewee,I’m always up there.
participant13,35,Interviewer,"You’re always up there is that right, is that right?"
participant13,36,Interviewee,Yeah.
participant13,37,Interviewer,"So if you had, do you have any, if you had any health problems who do you tend to talk to if you have any problems with your health?"
participant13,38,Mother,"So this the difference being no well and having something wrong with down below basically.  Don’t get embarrassed talking about it, if its sore you tell us about it. "
participant13,39,Interviewee,Yeah.
participant13,40,Mother,That what the doctors talking to you about.
participant13,41,Interviewer,Do you think you would be embarrassed or do you think yeah if you did have a problem with your testicles do you …
participant13,42,Mother,I think he would talk back telling you if he was in agony I think.  I think that’s what he would do.
participant13,43,Interviewer,Yes.
participant13,44,Mother,That’s just my opinion right enough. 
participant13,45,Interviewer,Yes what do you think?   Do you agree if you were in a lot of pain…
participant13,46,Mother,It’s just like you to be in the bathroom last things or anything like that or changing his underpants at times.
participant13,47,Interviewer,"Yeah, yeah, yeah.   So you, so obviously you prefer not to see your gran or your gran to see you naked at the moment yes."
participant13,48,Interviewee,Umm [affitmative].
participant13,49,Interviewer,Yes and I mean I think that’s a really common but why do you think that is?
participant13,50,Interviewee,Because it feels wrong.
participant13,51,Interviewer,Ok all right.   So do you know what your testicles do?  Or your balls do.
participant13,52,Interviewee,They make you piss.
participant13,53,Interviewer,Yeah 
participant13,54,Mother,Pee!
participant13,55,Interviewer,"do you, "
participant13,56,Interviewee,Well…
participant13,57,Mother,Go on.
participant13,58,Interviewee,Well…
participant13,59,Mother,What else?
participant13,60,Interviewer,What else?  Do you know what other things do they do?
participant13,61,Interviewee,No.
participant13,62,Interviewer,"Have you had, what school year are you at the moment?"
participant13,63,Interviewee,St Mary’s.
participant13,64,Interviewer,At St Mary’s and you are…
participant13,65,Mother,P 7.
participant13,66,Interviewer,P 7 so you are at the start of P7.
participant13,67,Mother,"Umm, umm."
participant13,68,Interviewer,Have you had any lessons about things like testicles?
participant13,69,Interviewee,No.
participant13,70,Interviewer,"No you haven’t and do you think you, sorry do you know what if you’re going to have, I think you have some lessons about these things in your year."
participant13,71,Mother,I don’t think so no. He’s never mentioned any to me.
participant13,72,Interviewer,Right no that’s fine.   So as far as you’re concerned your balls they help you wee do you know about anything else that they do?
participant13,73,Interviewee,SILENCE.
participant13,74,Interviewer,Is that because you don’t know or because you are a bit shy to talk about that.
participant13,75,Interviewee,I don’t know.
participant13,76,Interviewer,You don’t know.   So at the moment you’re not really sure what they’re for.
participant13,77,Interviewee,No.
participant13,78,Interviewer,No.  Are we okay to talk about that so do you know have you heard before that your testicles make sperm?
participant13,79,Interviewee,Sperm.
participant13,80,Interviewer,Sperm have you heard about sperm?
participant13,81,Interviewee,No.
participant13,82,Interviewer,And have you about hormones like testosterone?
participant13,83,Interviewee,Umm no.
participant13,84,Interviewer,Have you heard of testosterone?
participant13,85,Interviewee,No.
participant13,86,Interviewer,Ok all right then.   So I suspect I think you’re probably going to have some lessons coning up in the school at some point soon but sperms are what helps you if you want to have children in the future and the hormone testosterone is the hormone that helps
participant13,87,Interviewee,You get hairs.
participant13,88,Interviewer,"Exactly all of those exactly all of those kinds of things so yes.   So they are really important these things.  Your sperm so the sperm and the hormones are really important.  Yes but you don’t, you’ve never been told that before."
participant13,89,Interviewee,No.
participant13,90,Interviewer,"No ok.  What is it, so it must be a bit, has it ever intrigued you, have you ever been curious why you have testicles?"
participant13,91,Interviewee,Not particularly.
participant13,92,Interviewer,So then what problems can you get with your testicles?  You were talking a bit about it before.
participant13,93,Interviewee,They can slip out
participant13,94,Interviewer,"Yeah ok just about yeah, yeah so they can fall out.  Have you heard about that or seen that?"
participant13,95,Interviewee,Pictures of it.
participant13,96,Interviewer,You’ve seen pictures of it gosh right and where do you see those pictures?
participant13,97,Interviewee,On Google.
participant13,98,Interviewer,On Google and is that something you’ve been having a look for or like that your mates have shown you or…
participant13,99,Interviewee,I looked it up.
participant13,100,Interviewer,You looked it up and what were you looking up?
